epoch,learning_rate,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_macro_f1
49,0.05157053795390645,0.34680199399524264,0.8811777777777777,0.41775295653343203,0.8598,0.8605640872273842
50,0.05000000000000004,0.342677671262953,0.8832444444444445,0.32668327207565306,0.8928,0.893503799454067
51,0.04842946204609362,0.34031646577517194,0.8811111111111111,0.4063621740341187,0.8678,0.866380272864817
52,0.04686047402353437,0.33262565922207304,0.8863555555555556,0.3420091646671295,0.8846,0.8852237760253818
53,0.045294584334074316,0.32365043461057874,0.8888222222222222,0.36182720460891726,0.881,0.8809227191080561
54,0.043733338321784825,0.3194866204314762,0.8918666666666667,0.31838604073524474,0.892,0.8911649611355822
55,0.042178276747988484,0.30884776056607566,0.8934888888888889,0.3027113473892212,0.8978,0.8982787179063025
56,0.0406309342707138,0.30445126600795325,0.8966888888888889,0.2849232151985168,0.9042,0.904138703520708
57,0.039092837930172916,0.29376038100984364,0.8992,0.3577102250099182,0.8806,0.8788500084487954
58,0.037565505641757285,0.29236796714994645,0.9002444444444444,0.30127973937988284,0.9022,0.9024821865492584
59,0.03605044469803857,0.28319568791389466,0.9029333333333334,0.29656078634262084,0.9004,0.9010952629221025
60,0.034549150281252675,0.2705566373374727,0.9071555555555556,0.30311763336658476,0.8986,0.8985835170345962
61,0.03306310398773546,0.2671408973905775,0.9086,0.3071178599834442,0.8978,0.8981549145529542
62,0.031593772365766146,0.2604057681295607,0.9105555555555556,0.31396888655424116,0.9,0.8998096008900276
63,0.030142605468260992,0.2561363623513116,0.9125111111111112,0.25840160598754885,0.9148,0.9149459447181171
64,0.028711035421746394,0.24899427644411723,0.9149111111111111,0.267911550617218,0.9142,0.9133086393669835
65,0.027300475013022688,0.2323670242044661,0.9206,0.2631967436790466,0.9138,0.913997676365066
66,0.025912316294914254,0.22903353713353475,0.9204888888888889,0.2779964135169983,0.9098,0.9095992662477432
67,0.02454792921248146,0.22528466551038953,0.9234444444444444,0.2737834608316422,0.913,0.9134778692896133
68,0.02320866025105018,0.2116907139884101,0.9275555555555556,0.2498281728744507,0.9172,0.9170401967160817
69,0.021895831107393487,0.20487297712961833,0.931,0.23575480105876923,0.9258,0.9258217208289695
70,0.02061073738537637,0.1996773549715678,0.9314666666666667,0.239137842130661,0.9248,0.9253063971649349
71,0.01935464731735119,0.19101178894307877,0.9341555555555555,0.21286413435935975,0.9296,0.9296375611495549
72,0.018128800512565532,0.18062544434600405,0.9389111111111111,0.22082084999084473,0.9278,0.9273474879646872
73,0.016934406733817433,0.17341310103734334,0.9401555555555555,0.21334965291023256,0.9298,0.9300488274256618
74,0.01577264470356558,0.16492165533701578,0.9432444444444444,0.2235177495598793,0.9284,0.9281209832173802
75,0.014644660940672643,0.15603010533120898,0.9464888888888889,0.22460705711841583,0.9282,0.9278609876010366
76,0.013551568628929448,0.1444706456542015,0.9503111111111111,0.22789851291179658,0.9258,0.9259475556385539
77,0.012494446518477033,0.13974310789108277,0.9522,0.20300596237182617,0.9388,0.9389175567173085
78,0.011474337861210555,0.12810279785792034,0.9560444444444445,0.19411895785331726,0.9368,0.9366236651797613
79,0.01049224938121549,0.12150085511737399,0.9592666666666667,0.19870874905586242,0.9424,0.9425769620901491
80,0.009549150281252642,0.11382602180110084,0.962,0.23073872916698457,0.9272,0.9272505882703841
81,0.008645971286271922,0.10268323816193475,0.9656,0.1797466705560684,0.9452,0.9451667632442685
82,0.007783603724899264,0.09646659728686015,0.9670666666666666,0.18445818781852721,0.9448,0.9449038335464339
83,0.006962898649802819,0.08906789735290739,0.9698,0.18392615313529967,0.9446,0.9444061777921864
84,0.0061846659978068265,0.08164791198306613,0.9728666666666667,0.16743641576766968,0.9544,0.9545335881940454
85,0.005449673790581615,0.0772523805141449,0.9748888888888889,0.16950941717624665,0.9514,0.9514324404667681
86,0.004758647376699036,0.06967207256290647,0.9768444444444444,0.16294379348754884,0.9528,0.9529380277093061
87,0.004112268715800957,0.06639029173917241,0.9789555555555556,0.1730668459892273,0.9468,0.9469483989259411
88,0.003511175705587435,0.058246045490105945,0.9814,0.15403156027793885,0.9532,0.9533410542495353
89,0.0029559615522887295,0.0516757749269406,0.9834666666666667,0.16319795210361482,0.9508,0.9508932464895021
90,0.0024471741852423253,0.05154681817955441,0.9828888888888889,0.15578257565498352,0.9522,0.9521936030456726
91,0.0019853157161528537,0.045900326983630654,0.9854,0.15353009359836578,0.9546,0.9547390800961753
92,0.0015708419435684529,0.04517158661484718,0.9860222222222222,0.15985370835065843,0.9566,0.9567222848345672
93,0.0012041619030626347,0.04251837453113662,0.9863333333333333,0.15076280672550202,0.9578,0.9578809548664304
94,0.0008856374635655646,0.038969927750445076,0.9876,0.1475841812491417,0.9568,0.9568153053308146
95,0.0006155829702431174,0.03779279625945621,0.9882,0.14942529875040053,0.9586,0.9587189047797408
96,0.00039426493427611206,0.035577518303526776,0.9887777777777778,0.14640950704813002,0.9588,0.9588248410423015
97,0.00022190176984600036,0.033909303188323976,0.9892666666666666,0.14892682520151138,0.9572,0.9572927905036366
98,9.866357858642213e-05,0.03282820687269171,0.9900666666666667,0.1471342023730278,0.9578,0.9578646511545023
99,2.4671981713420017e-05,0.03363974621627066,0.9898,0.14631593281030655,0.9582,0.9582609246052541
100,0.0,0.032975868964857526,0.9895333333333334,0.14637580180168153,0.957,0.9570612571909187
