epoch,learning_rate,train_loss,train_accuracy,validation_loss,validation_accuracy,validation_macro_f1
21,0.08950775061878455,0.38344077577061125,0.8680888888888889,0.6027329509735108,0.8022,0.7970978744097772
22,0.0885256621387895,0.3751565139134725,0.8710666666666667,0.60143101978302,0.8016,0.7991902754136272
23,0.08750555348152302,0.36960144997702704,0.8720666666666667,0.45854780330657957,0.8512,0.8508938198635961
24,0.08644843137107061,0.36509755878448485,0.8753555555555556,0.6218785964965821,0.8052,0.8047094702507727
25,0.0853553390593274,0.356570095539093,0.8782222222222222,0.48746759128570555,0.8362,0.8378073022240609
26,0.08422735529643446,0.346794279967414,0.8814222222222222,0.47724697456359866,0.8412,0.8401188360622628
27,0.08306559326618262,0.3391860842969682,0.8845555555555555,0.5304071586608887,0.83,0.8285581098984232
28,0.08187119948743452,0.33927089546521505,0.8827111111111111,0.6253397272109985,0.8074,0.8067663332568085
29,0.08064535268264886,0.32787885114351906,0.8880666666666667,0.4434186650276184,0.8526,0.8503103320305792
30,0.0793892626146237,0.32294579503801135,0.8883333333333333,0.5601532299995422,0.8132,0.8148347622318284
31,0.07810416889260657,0.3195145161151886,0.8919555555555555,0.46029402227401733,0.8536,0.8533238216566266
32,0.07679133974894986,0.30741168449719747,0.896,0.41787600302696226,0.8604,0.8580767694417408
33,0.0754520707875186,0.30654901836183335,0.8949555555555555,0.46184810581207275,0.8486,0.8462553812492629
34,0.0740876837050858,0.3007916300402747,0.8959555555555555,0.602834595298767,0.8162,0.8136868029520621
35,0.07269952498697738,0.29948237206141154,0.8975555555555556,0.40531823663711547,0.8694,0.8693000513225805
36,0.07128896457825366,0.2950123983436161,0.8982222222222223,0.4735699589729309,0.8466,0.8457155167828315
37,0.06985739453173906,0.27762943099869625,0.9065777777777778,0.39256862182617186,0.8756,0.8761020929429169
38,0.06840622763423394,0.2849396213054657,0.9035111111111112,0.49248326206207277,0.84,0.8363659281672617
39,0.06693689601226462,0.27305382681687673,0.907,0.37166773252487184,0.8754,0.8748186344887576
40,0.06545084971874741,0.2699734943230947,0.9072,0.3938149585723877,0.8636,0.8645077651604559
41,0.06394955530196152,0.262171208720737,0.9096666666666666,0.5209201024055481,0.8352,0.8307017268962584
42,0.062434494358242776,0.25579934051301745,0.9132888888888889,0.35176336851119994,0.884,0.8848039857693706
43,0.06090716206982718,0.25012513664033675,0.9144222222222222,0.3982111983299255,0.8648,0.8656064352924066
44,0.05936906572928628,0.24784826144112482,0.9146666666666666,0.5238239847183227,0.8378,0.8394114722654132
45,0.05782172325201159,0.2396904593043857,0.9193555555555556,0.35662456946372983,0.8856,0.8852448785754176
46,0.056266661678215264,0.23461329370604622,0.9200222222222222,0.35032004804611205,0.8858,0.8858922689967075
47,0.05470541566592575,0.23143566986454858,0.9203777777777777,0.393930934715271,0.872,0.8713337370191713
48,0.053139525976465714,0.22351919724411434,0.9241777777777778,0.3965621634483337,0.8714,0.8720520161948968
49,0.05157053795390645,0.21559345920615727,0.9263111111111111,0.3560844470024109,0.882,0.8819665198968816
50,0.05000000000000004,0.2132669554233551,0.9261555555555555,0.3381303328037262,0.8876,0.8873489026526025
51,0.04842946204609362,0.21166534775098164,0.9267333333333333,0.3926929035663605,0.875,0.8748313637936708
52,0.04686047402353437,0.19719130695263545,0.9336666666666666,0.4341664125442505,0.862,0.8627247907404956
53,0.045294584334074316,0.19225545221434698,0.9344888888888889,0.3276318584442139,0.8932,0.8928531347572723
54,0.043733338321784825,0.18213642932573954,0.9374222222222223,0.36309031443595885,0.8828,0.8841930978427335
55,0.042178276747988484,0.18447788810729981,0.9354444444444444,0.30202140216827394,0.9022,0.9025685848968343
56,0.0406309342707138,0.17798544095887078,0.9383111111111111,0.3121802402496338,0.897,0.8969252019695357
57,0.039092837930172916,0.16380073159270817,0.9440888888888889,0.28500037879943846,0.9072,0.9067090793066181
58,0.037565505641757285,0.1625893572913276,0.9434666666666667,0.30066878871917724,0.8996,0.8999568482814695
59,0.03605044469803857,0.15373143230014377,0.9473333333333334,0.32449219875335694,0.8988,0.899239595400085
60,0.034549150281252675,0.15065953600671556,0.9497333333333333,0.28534767303466796,0.9114,0.9115623077426287
61,0.03306310398773546,0.13741213700506422,0.9520666666666666,0.2957481001377106,0.9084,0.9082369027968523
62,0.031593772365766146,0.13828254782358806,0.9528,0.32361266174316405,0.9028,0.9026462075474153
63,0.030142605468260992,0.12758481941355598,0.9557333333333333,0.3220825439453125,0.8974,0.8976628040405199
64,0.028711035421746394,0.11888245575692918,0.9594444444444444,0.3052017507553101,0.9058,0.9055340060549808
65,0.027300475013022688,0.11419943317572276,0.9609333333333333,0.30595508804321286,0.9052,0.9052509479253745
66,0.025912316294914254,0.10771117506689495,0.9632888888888889,0.2960439956665039,0.9086,0.9087305101153605
67,0.02454792921248146,0.09950670076741112,0.967,0.36176546459198,0.8904,0.890774679736451
68,0.02320866025105018,0.09642126095559862,0.9674888888888888,0.3140054409503937,0.908,0.9077476987557898
69,0.021895831107393487,0.0922313216553794,0.9687111111111111,0.27217467403411866,0.914,0.9134253905553852
70,0.02061073738537637,0.0832764575070805,0.9709555555555556,0.29444783017635345,0.916,0.9164902342358969
71,0.01935464731735119,0.07274761145379809,0.9753555555555555,0.2728575444936752,0.9176,0.9179657002227076
72,0.018128800512565532,0.06960833271510071,0.9759555555555556,0.2972684745788574,0.9136,0.9134957825066536
73,0.016934406733817433,0.06188164711660809,0.9787777777777777,0.25641553173065185,0.9236,0.9238671950635384
74,0.01577264470356558,0.05839660450352563,0.9801333333333333,0.27704066429138186,0.9214,0.9212271388562299
75,0.014644660940672643,0.048282088363170626,0.9834222222222222,0.2290886845946312,0.9316,0.9315945879371847
76,0.013551568628929448,0.040212217805782956,0.9869555555555556,0.24612396483421325,0.9316,0.9316373309678436
77,0.012494446518477033,0.03743780868020322,0.9878222222222223,0.2386408135175705,0.9306,0.9305424531789932
78,0.011474337861210555,0.030159083039893043,0.9906222222222222,0.23531880739033223,0.9324,0.932409224205586
79,0.01049224938121549,0.025682221621440515,0.9919555555555556,0.23723377246260643,0.936,0.9362901849727072
80,0.009549150281252642,0.02374100755833917,0.9927111111111111,0.24440142076015473,0.9348,0.9348855079519136
81,0.008645971286271922,0.018053196371263926,0.9945111111111111,0.22195136169791221,0.9414,0.9413142379931282
82,0.007783603724899264,0.014533090051677492,0.9959777777777777,0.20495615879893303,0.9428,0.9428978181965011
83,0.006962898649802819,0.010650065422058106,0.9974444444444445,0.21008828086853026,0.9454,0.9455866523367462
84,0.0061846659978068265,0.0075601872285828,0.9983777777777778,0.20078028175830842,0.9472,0.9472015912598447
85,0.005449673790581615,0.006926561999403768,0.9983333333333333,0.1898573528409004,0.947,0.9469780010911963
86,0.004758647376699036,0.0059652615598920315,0.9988888888888889,0.19348614666759967,0.947,0.9469674345073995
87,0.004112268715800957,0.005075553475444515,0.9989333333333333,0.18359798016548157,0.9514,0.9515001356532877
88,0.003511175705587435,0.00469527037685944,0.9991333333333333,0.18299877016544341,0.9494,0.949470317662145
89,0.0029559615522887295,0.004075143806098236,0.9993333333333333,0.18201622793674468,0.9518,0.9518016838675193
90,0.0024471741852423253,0.0029574118800461294,0.9998,0.18070814880728722,0.9524,0.9524777155810039
91,0.0019853157161528537,0.003260943897482422,0.9995555555555555,0.18175486595630647,0.9508,0.9508996076193494
92,0.0015708419435684529,0.0027074352343049316,0.9997555555555555,0.17828823379278183,0.951,0.9511019722764665
93,0.0012041619030626347,0.002634939760714769,0.9997333333333334,0.17831868934631348,0.9522,0.9522697916528362
94,0.0008856374635655646,0.002451591255909039,0.9998666666666667,0.17612825010418892,0.952,0.9520486303886873
95,0.0006155829702431174,0.002675740225116412,0.9997333333333334,0.17613892810344697,0.953,0.9531098918258131
96,0.00039426493427611206,0.0027296677588588662,0.9997333333333334,0.1757575720667839,0.953,0.9530588680346375
97,0.00022190176984600036,0.0025228528924286365,0.9997555555555555,0.1762778518497944,0.9526,0.9526889361399397
98,9.866357858642213e-05,0.0023597154829651116,0.9997333333333334,0.176387427765131,0.953,0.9530666993846868
99,2.4671981713420017e-05,0.002495072600452436,0.9997555555555555,0.17522365594506265,0.9524,0.952443253235159
100,0.0,0.002356482132193115,0.9997777777777778,0.17482360372543335,0.9524,0.9524735315213612
